LANDSLIDE_,LOCATION,COUNTY,QUADRANGLE,CITY,SP-EASTING,SP-NORTHING,Longitude,Latitude,PROCESS,GEOLOGY,SOILCODE,SERIES,CAUSE,STATUS,LENGTH,WIDTH,SCARP,VOLUME,SLOPE,DATES,MITIGATION,COST,COMMENTS,NAME,
LN356,NW Skyline (near Saltzman Dr.),Multnomah,Linnton,Portland,7616012,700195,-122.78867,45.56447,Slump-Earthflow,PHS,14C,Delena Silt Loam,Human/Cutslope,fixed,30,75,3,250,40,2/96,"gabion wall, rock fill",,steep cutslope,,
LN357,across from 5929 NW Skyline Blvd.,Multnomah,Linnton,Portland,7615714,700942,-122.78991,45.56650,Slump-Earthflow,PHS,7B,Cascade Silt Loam,Human/Cutslope,fixed,30,75,3,250,45,2/96,"gabion wall, rock fill",,steep cutslope,,
LN358,Germantown Rd./Harbor St.,Multnomah,Linnton,Portland,7618441,709070,-122.78016,45.58899,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,50,45,6,500,50,2/96,"gabion wall, rock fill, geotarp with rock fill, drains",,water from house above,,
LN359,Germantown Rd./Harbor St.,Multnomah,Linnton,Portland,7618123,708916,-122.78139,45.58855,Earthflow/Debris Flow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,fixed,70,100,,2593,45,2/96,"fill, sabo dams, gabion walls, rock fill, drains, new pavement",,"red tagged house, road failure turned into debris flow",,
LN360,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7617272,709060,-122.78473,45.58888,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,50,45,2,167,50,2/96,scooper,,steep cutslope,,
LN361,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7617200,708957,-122.78500,45.58859,Debris Slide,CRBG,56E,Wauld Very Gravelly Loam,Natural,unfixed,75,75,1,208,60,2/96,none,,stream bank erosion,,
LN362,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7617467,709408,-122.78400,45.58984,Debris Slide,CRBG,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,25,110,2,204,75,2/96,scooper,,,,
LN363,Germantown Rd./Leif Erikson,Multnomah,Linnton,Portland,7615939,709152,-122.78994,45.58902,Slump-Earthflow,PHS,17D,Goble Silt Loam,Human/Fill,fixed,80,275,3,2444,35,2/96,"rock fill, drains, new pavement",,"natural drainage, undersized culverts",,
LN364,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7615447,709398,-122.79189,45.58966,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,30,50,2,111,60,2/96,scooper,,steep cutslope,,
LN365,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7615386,709306,-122.79212,45.58940,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,70,80,4,830,45,2/96,scooper,,steep cutslope,,
LN366,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7614422,708424,-122.79578,45.58691,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,fixed,30,60,2,133,60,2/96,"geotarp, grass",,steep cutslope,,
LN367,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7614350,708486,-122.79607,45.58707,Slump-Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,50,70,,1296,60,(96)9,scooper,,steep cutslope,,
LN368,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7614053,708291,-122.79721,45.58652,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,25,75,2,139,60,2/96,scooper,,steep cutslope,,
LN369,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613878,708096,-122.79787,45.58597,Debris Slide,CRBG,17E,Goble Silt Loam,Human/Cutslope,fixed,25,55,3,153,60,2/96,"geotarp, grass",,steep cutslope,,
LN370,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613827,707953,-122.79805,45.58557,Debris Slide,CRBG,17E,Goble Silt Loam,Human/Cutslope,fixed,25,10,1,9,60,2/96,"geotarp, grass",,steep cutslope,,
LN371,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613663,707666,-122.79866,45.58477,Slump-Earthflow/Debri,PHS,17E,Goble Silt Loam,Human/Fill,fixed,75,120,5,1667,50,2/96,"rock fill, drains",,undersized culverts,,
LN372,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613694,707491,-122.79852,45.58430,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,30,50,5,278,50,2/96,"geotarp, grass",,steep cutslope,,
LN373,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613704,707379,-122.79847,45.58399,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,50,4,296,50,2/96,scooper,,steep cutslope,,
LN374,NW Germantown Rd. (east of skyline),Multnomah,Linnton,Portland,7613766,707276,-122.79822,45.58371,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,30,50,3,167,55,(96)9,"geotarp, grass",,steep cutslope,,
LN375,Newberry Rd./HWY 30,Multnomah,Linnton,Multnomah,7610942,720091,-122.81067,45.61862,Slump-Earthflow,PHS,37D,Quatama Loam,Human/Cutslope,unfixed,45,30,,500,45,2/96,scooper,,steep cutslope,,
LN376,Newberry Rd. (east of skyline),Multnomah,Linnton,Multnomah,7610893,719424,-122.81079,45.61679,Slump-Earthflow,PHS,37C,Quatama Loam,Human/Cutslope,unfixed,75,150,8,3333,55,2/96,"scooper, road repair",,paleosol,,
LN377,Newberry Rd. (east of skyline),Multnomah,Linnton,Multnomah,7610696,719363,-122.81155,45.61661,Earthflow,PHS,37C,Quatama Loam,Human/Cutslope,unfixed,30,100,3,333,45,2/96,scooper,,paleosol,,
LN378,Newberry Rd. (east of skyline),Multnomah,Linnton,Multnomah,7609561,718758,-122.81592,45.61486,Earthflow,Marine Sediments,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,60,3,200,60,2/96,scooper,,paleosol on marine seds.,,
LN379,Newberry Rd. (east of skyline),Multnomah,Linnton,Multnomah,7607438,715464,-122.82384,45.60566,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,100,,1481,30,2/96,scooper,,,,
LN380,Skyline Blvd. (north of Newberry Rd.),Multnomah,Linnton,Multnomah,7603095,715834,-122.84085,45.60633,Debris Slide,CRBG,7C,Cascade Silt Loam,Human/Cutslope,unfixed,25,30,2,56,45,2/96,scooper,,paleosol,,
LN381,Cornelius Pass Rd.,Multnomah,Linnton,Multnomah,7598049,714687,-122.86043,45.60279,Slump-Earthflow,PHS,43C,Saum Silt Loam,Human/Cutslope,unfixed,35,45,4,233,50,2/96,scooper,,,,
LN382,Cornelius Pass Rd.,Multnomah,Linnton,Multnomah,7596680,713046,-122.86559,45.59818,Slump-Earthflow,PHS,43C,Saum Silt Loam,Human/Cutslope,unfixed,60,100,,3333,45,2/96,scooper,,,,
LN383,Germantown Rd. (west of skyline),Multnomah,Linnton,Multnomah,7609123,707885,-122.81641,45.58502,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,40,100,5,741,50,2/96,scooper,,steep cutslope,,
LN384,"Germantown Rd. (near 13135 Germantown,west of skyline)",Multnomah,Linnton,Multnomah,7609974,707773,-122.81308,45.58478,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,50,40,6,444,50,2/96,scooper,,steep cutslope,,
LN385,across from 12845 Germantown Rd.,Multnomah,Linnton,Multnomah,7610910,707522,-122.80940,45.58416,Slump-Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,50,150,6,1667,40,2/96,"scooper, ditch repair",,steep cutslope,,
LN386,Germantown Rd. (west of skyline),Multnomah,Linnton,Multnomah,7611664,707438,-122.80644,45.58399,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,30,130,5,722,35,2/96,scooper,,steep cutslope,,
LN387,Germantown Rd. (west of skyline),Multnomah,Linnton,Multnomah,7611887,707103,-122.80553,45.58309,Slump-Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,50,245,6,2722,50,2/96,scooper,,steep cutslope,,
LN388,Germantown Rd. (west of skyline),Multnomah,Linnton,Multnomah,7612124,706879,-122.80458,45.58250,Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,20,35,5,130,50,2/96,scooper,,steep cutslope,,
LN389,Germantown Rd. (west of skyline),Multnomah,Linnton,Multnomah,7612613,706433,-122.80263,45.58131,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,25,35,2,65,50,2/96,scooper,,steep cutslope,,
LN390,Germantown Rd./Old Germantown (west of skyline),Multnomah,Linnton,Multnomah,7612836,706489,-122.80176,45.58148,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,40,100,6,889,60,2/96,scooper,,steep cutslope,,
LN391,Germantown Rd./Old Germantown (west of skyline),Multnomah,Linnton,Portland,7613199,706879,-122.80039,45.58258,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,20,15,4,44,60,2/96,scooper,,steep cutslope,,
LN392,Skyline Blvd./Germantown Rd.,Multnomah,Linnton,Portland,7613144,707354,-122.80065,45.58388,Earthflow,PHS,10D,Cornelius Silt Loam,Human/Fill,fixed,50,30,3,167,40,2/96,"rock fill, drains, new pavement",,no culvert,,
LN393,Old Germantown Rd.,Multnomah,Linnton,Multnomah,7608578,706223,-122.81836,45.58042,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Human/Fill,unfixed,45,25,4,167,40,2/96,rock fill,,,,
LN394,Germantown Rd. (west of skyline),Multnomah,Linnton,Portland,7613060,706726,-122.80091,45.58215,Earthflow,PHS,10D,Cornelius Silt Loam,Human/Cutslope,unfixed,30,90,6,600,45,2/96,scooper,,steep cutslope,,
P240,SW Westgate Dr. (Sylvan Med. Center/Westridge Parking,Multnomah,Portland,Portland,7629224,680206,-122.73494,45.51069,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Natural,fixed,80,40,,1185,50,2/96,Jersey Barrier/covered with plastic,,natural sluffing,,
P241,SW Westgate Dr. (Sylvan Med. Center),Multnomah,Portland,Portland,7629349,680282,-122.73446,45.51090,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,fixed,80,120,,3556,45,(2/97,"120ft. concrete modular wall, rockfill",,"Still Fail 1/98, major problems fix did not work",,
P256,across from 2981 SW Fairview Rd.,Multnomah,Portland,Portland,7635226,683871,-122.71193,45.52119,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Fill,fixed,22,55,5,224,35,2/96,"50ft. concrete block wall, rock fill, veg.",,house runoff,,
P257,Skyline/Burnside,Multnomah,Portland,Portland,7629879,682934,-122.73268,45.51822,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Natural,unfixed,50,50,5,463,20,2/96,fill in with landscaping debris,,,,
P258,SW Westgate Dr. (Sylvan Med. Center),Multnomah,Portland,Portland,7630087,680292,-122.73158,45.51099,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Natural,unfixed,70,50,7,907,45,2/96,none,,,,
P260,HWY 26 (09miles up from tunnel/westbound),Multnomah,Portland,Portland,7634981,678975,-122.71236,45.50775,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Fill,fixed,80,80,,2370,40,2/96,"retain wall, fill",,no culvert for train tracks,,
P261,HWY 26 (0.7miles up from tunnel/westbound),Multnomah,Portland,Portland,7635921,679408,-122.70874,45.50900,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,75,25,,694,85,2/96,none,,,,
P262,HWY 26 (0.68miles up from tunnel/westbound),Multnomah,Portland,Portland,7635958,679483,-122.70860,45.50921,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,40,20,3,89,80,2/96,none,,,,
P263,HWY 26 (0.65miles up from tunnel/westbound),Multnomah,Portland,Portland,7635995,679644,-122.70848,45.50966,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,60,15,3,100,80,2/96,none,,,,
P264,HWY 26 (0.60miles up from tunnel/westbound),Multnomah,Portland,Portland,7636193,679965,-122.70774,45.51055,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,35,15,2,39,80,2/96,none,,,,
P265,HWY 26 (0.58miles up from tunnel/westbound),Multnomah,Portland,Portland,7636231,680064,-122.70760,45.51083,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,35,10,3,39,80,2/96,none,,,,
P266,HWY 26 (0.55miles up from tunnel/westbound),Multnomah,Portland,Portland,7636429,680238,-122.70685,45.51132,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,180,50,,3333,65,2/96,none,,,,
P267,HWY 26 (0.25miles up from tunnel/westbound),Multnomah,Portland,Portland,7637555,680955,-122.70253,45.51337,Rockfall,CRBG,17E,Goble Silt Loam,Natural,unfixed,50,50,5,463,55,2/96,none,,,,
P268,HWY 26 (0.1miles up from tunnel/westbound),Multnomah,Portland,Portland,7637889,681438,-122.70128,45.51472,Rockfall/Earthflow,CRBG/PHS,17E,Goble Silt Loam,Natural,unfixed,30,10,6,67,80,2/96,none,,,,
P269,HWY 26(Jefferson St. onramp),Multnomah,Portland,Portland,7638025,681661,-122.70077,45.51534,Rockfall,CRBG,17E,Goble Silt Loam,Human/Cutslope,unfixed,45,30,4,200,80,2/96,scooper,,,,
P270,Jefferson St. before HWY 26 onramp,Multnomah,Portland,Portland,7638223,682044,-122.70004,45.51640,Rockfall/Earthflow,CRBG/PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,80,50,4,593,80,2/96,scooper,,,,
P281,"HWY 26 (eastbound, 0.3miles east of zoo exit)",Multnomah,Portland,Portland,7636475,679124,-122.70655,45.50827,Debris Flow,CRBG/PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,,,,0,30,2/96,new ditch,,,,
P280,"HWY 26 (eastbound, 0.6miles east of zoo exit)",Multnomah,Portland,Portland,7637705,680023,-122.70185,45.51082,Debris Flow,CRBG/PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,,,,0,35,2/96,new ditch,,,,
P212,SW Fairview Rd/Wildwood Trail,Multnomah,Portland,Portland,7634243,682535,-122.71562,45.51745,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,20,20,2,30,45,2/96,scooper,,,,
P651,across from 3737 SW Humphrey Blvd.,Multnomah,Portland,Portland,7634351,677287,-122.71463,45.50307,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,60,60,6,800,35,2/96,"concrete modular wall, rockfill, reveg.",,closed road,,
P652,Humphrey Blvd. (0.5 miles south of 4175 Humphrey),Multnomah,Portland,Portland,7633435,677571,-122.71824,45.50378,Debris Slide,CRBG/PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,30,20,2,44,45,2/96,scooper,,,,
P653,Humphrey Blvd. (0.1 miles south of 4175 Humphrey),Multnomah,Portland,Portland,7633357,677564,-122.71854,45.50376,Debris Slide,CRBG/PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,35,80,2,207,60,2/96,scooper,,,,
P654,Humphrey Blvd. (0.2 miles south of 4175 Humphrey),Multnomah,Portland,Portland,7633137,677479,-122.71939,45.50351,Debris Slide,CRBG/PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,40,120,3,533,60,2/96,scooper,,,,
P655,Scholls Ferry,Multnomah,Portland,Portland,7628101,677315,-122.73901,45.50268,Debris Slide,CRBG/PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,60,60,5,667,35,2/96,scooper,,,,
P656,SW Broadway (near OHSU),Multnomah,Portland,Portland,7640126,677752,-122.69217,45.50478,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,50,60,4,444,35,2/96,"concrete modular wall, rockfill, reveg.",,,,
P657,911 SW Broadway (Broadway Heights Condos),Multnomah,Portland,Portland,7640773,677419,-122.68961,45.50391,Earthflow,PHS,17E,Goble Silt Loam,Human/Water Co,unfixed,75,75,4,833,35,2/96,"sccoper, tare down condos,",,Appartment complex red tag,,
P658,SW Terrwilliger Rd. (Carnival Restaurant),Multnomah,Portland,Portland,7641158,677146,-122.68808,45.50319,Rockfall,CRBG,53C,Urban Land-Quafeno Complex,Natural,unfixed,15,15,2,17,85,2/96,scooper,$300,few boulders hit the building,,
P659,SW Elm / 16th St.,Multnomah,Portland,Portland,7639556,679349,-122.69456,45.50911,Slump-Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Water Co,fixed,70,120,,3111,30,2/96,"concrete block wall, rock fill, drains, veg., new power/telephone po",,paleosol,,
P660,next to 1124 Myrtle Rd.,Multnomah,Portland,Portland,7640253,678736,-122.69178,45.50748,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Water Co,fixed,40,150,5,1111,35,2/96,"retain wall, major landscaping, structure",,runoff from house,,
P661,2023 Broadway Dr.,Multnomah,Portland,Portland,7638985,678327,-122.69668,45.50627,Slump-Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Miscella,fixed,90,60,5,1000,25,2/96,built house in lot,,originally vacant lot,,
P662,2341 Montgomery Dr.,Multnomah,Portland,Portland,7637894,680159,-122.70113,45.51121,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,fixed,200,125,,9259,40,2/96,,,manhole geyser,,
LO651,across from 2600 SW Fairmount,Multnomah,Portland,Portland,7636336,676190,-122.70678,45.50021,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,unfixed,35,60,8,622,50,2/96,scooper,,,,
LO652,SW Fairmount/Wildwood Trail,Multnomah,Portland,Portland,7636983,675753,-122.70421,45.49906,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,50,40,5,370,45,2/96,scooper,,,,
LO653,SW Fairmount/Wildwood Trail,Multnomah,Portland,Portland,7636976,675458,-122.70421,45.49825,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,25,40,3,111,35,2/96,none,,,,
LO654,across from 2654 SW Fairmount,Multnomah,Portland,Portland,7637256,675386,-122.70311,45.49808,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,25,40,2,74,45,2/96,scooper,,steep cutslope,,
LO655,SW Fairmount/Mt. Adams Dr.,Multnomah,Portland,Portland,7637264,675120,-122.70305,45.49735,Debris Slide,CRBG,8C,Cascade-Urban Land Complex,Human/Cutslope,unfixed,50,75,6,833,50,2/96,scooper,,steep cutslope,,
LO659,Marquam Hill Rd.,Multnomah,Portland,Portland,7638617,674529,-122.69771,45.49583,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,30,80,5,444,35,2/96,"rock fill(boulders), new electric pole",,runoff from driveway above,,
LO660,across from 2914 SW Fairmount,Multnomah,Portland,Portland,7638178,674968,-122.69947,45.49700,Slump-Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,unfixed,50,30,5,278,35,2/96,scooper,,steep cutslope,,
LO661,across from 2914 SW Fairmount,Multnomah,Portland,Portland,7638214,675105,-122.69934,45.49738,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,unfixed,40,35,3,156,35,2/96,scooper,,,,
LO662,SW Fairmount,Multnomah,Portland,Portland,7637667,675271,-122.70149,45.49779,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,45,6,400,35,2/96,scooper,,paleosol,,
LO663,SW Fairmount,Multnomah,Portland,Portland,7637552,675012,-122.70191,45.49707,Earthflow,PHS,17E,Goble Silt Loam,Human/Water,unfixed,70,50,5,648,50,2/96,"shotcrete, anchorbolts",,water from drivway above,,
LO664,across from 2614 SW Fairmount,Multnomah,Portland,Portland,7636486,676077,-122.70618,45.49991,Earthflow,PHS,8C,Cascade-Urban Land Complex,Natural,unfixed,20,15,3,33,45,2/96,none,,,,
LO665,Council Crest/Talbots,Multnomah,Portland,Portland,7636205,676070,-122.70728,45.49987,Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,30,80,4,356,50,2/96,scooper,,steep cutslope,,
P519,"I-84 (north side, 12th St. overpass)",Multnomah,Portland,Portland,7650292,686360,-122.65342,45.52913,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Miscella,unfixed,25,25,7,162,60,2/96,none,,,,
P520,"I-84 (north side, 33th St. overpass)",Multnomah,Portland,Portland,7652168,686829,-122.64615,45.53055,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Miscella,unfixed,30,75,3,250,45,2/96,covered with plastic,,,,
P500,Greeley Ave.(south end) across from Albina Yard),Multnomah,Portland,Portland,7643359,692739,-122.68114,45.54611,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,20,35,5,130,45,2/96,none,,,,
P501,Greeley Ave.(south end) across from Albina Yard),Multnomah,Portland,Portland,7643261,692782,-122.68153,45.54622,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,30,10,2,22,45,2/96,none,,,,
P502,Greeley Ave.(south end),Multnomah,Portland,Portland,7643087,692945,-122.68222,45.54665,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,30,100,3,333,40,2/96,none,,,,
P503,Greeley Ave.(south end),Multnomah,Portland,Portland,7643033,693076,-122.68245,45.54701,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,15,50,2,56,55,2/96,none,,,,
P504,Greeley Ave.(south end),Multnomah,Portland,Portland,7642935,693119,-122.68283,45.54712,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,15,40,2,44,70,2/96,none,,,,
P505,Greeley Ave./Overlook,Multnomah,Portland,Portland,7642003,694406,-122.68661,45.55058,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,65,80,3,578,45,2/96,none,,,,
P506,Greeley Ave./Overlook,Multnomah,Portland,Portland,7641799,694501,-122.68741,45.55082,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,30,100,4,444,60,2/96,none,,,,
P507,Greeley Ave./Overlook,Multnomah,Portland,Portland,7641323,695018,-122.68933,45.55220,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Water,unfixed,60,50,2,222,50,2/96,none,,sewer drain on street above was plugged with leaves,,
P508,Greeley Ave./Overlook,Multnomah,Portland,Portland,7641215,695222,-122.68977,45.55276,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,40,15,3,67,55,2/96,none,,,,
P509,Greeley Ave.(just south of Going St.),Multnomah,Portland,Portland,7641120,695385,-122.69016,45.55320,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,10,25,2,19,35,2/96,none,,,,
P510,Greeley Ave.(just south of Going St.),Multnomah,Portland,Portland,7640848,695603,-122.69124,45.55377,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,fixed,100,60,7,1556,55,2/96,"gabion wall, rock fill,",,,,
P511,Greeley Ave./Going St.,Multnomah,Portland,Portland,7640923,696244,-122.69102,45.55554,Earthflow,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,20,3,133,45,2/96,scooper,,,,
P518,Mocks Bottom (behind Fred Meyer Dist.),Multnomah,Portland,Portland,7639868,697507,-122.69527,45.55892,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Water,unfixed,90,55,2,367,60,2/96,none,,runoff from hopital,,
P521,Mocks Bottom (under Kaiser Hospital),Multnomah,Portland,Portland,7639066,699451,-122.69860,45.56419,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,35,40,3,156,55,2/96,none,,,,
P522,Mocks Bottom(Willamette Blvd./Holman),Multnomah,Portland,Portland,7638848,700675,-122.69958,45.56753,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,30,3,200,60,2/96,none,,,,
P523,Mocks Bottom(Willamette Blvd./Portland Blvd.),Multnomah,Portland,Portland,7638753,701437,-122.70004,45.56961,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,80,50,3,444,60,2/96,new guard rail,,,,
P524,Mocks Bottom(Willamette Blvd./Saratoga),Multnomah,Portland,Portland,7638332,702361,-122.70178,45.57211,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,30,3,200,55,2/96,none,,,,
P525,Mocks Bottom(Willamette Blvd./Seward),Multnomah,Portland,Portland,7637706,702960,-122.70429,45.57371,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,100,7,1556,65,2/96,none,,,,
P526,Mocks Bottom(Willamette Blvd./Wollsey St.),Multnomah,Portland,Portland,7635462,703545,-122.71311,45.57514,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,40,3,267,55,2/96,"retain wall, guard rail at top",,,,
P527,Mocks Bottom(Willamette Blvd./Wellesley),Multnomah,Portland,Portland,7635027,703517,-122.71480,45.57503,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,55,23,2,94,45,2/96,scooper,,,,
P528,Mocks Bottom(Willamette Blvd./Wellesley),Multnomah,Portland,Portland,7634565,703409,-122.71660,45.57470,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,60,,7,,55,2/96,none,,,,
P529,Mocks Bottom(Willamette Blvd.),Multnomah,Portland,Portland,7631165,702198,-122.72974,45.57113,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,50,30,2,111,70,2/96,none,,,,
P530,Mocks Bottom(Willamette Blvd./Wabash/Bryant),Multnomah,Portland,Portland,7638005,702783,-122.70310,45.57325,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Natural,unfixed,50,50,3,278,65,2/96,none,,,,
P515,Mocks Bottom (U of Portland maintenence),Multnomah,Portland,Portland,7630267,703980,-122.73344,45.57594,Debris Slide,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Cutslope,unfixed,30,20,6,133,50,2/96,none,,,,
P516,Mocks Bottom (U of Portland),Multnomah,Portland,Portland,7630662,702538,-122.73174,45.57202,Slump-Earthflow,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Cutslope,unfixed,15,150,4,333,50,2/96,none,,,,
P517,Mocks Bottom (U of Portland),Multnomah,Portland,Portland,7630798,702334,-122.73118,45.57147,Slump-Earthflow,Qff/Qfc,19E,"Haploxerolls, Steep",Human/Cutslope,unfixed,70,125,1,324,50,2/96,none,,,,
P650,SW Terrwilliger Rd. (near Carnival Restaurant),Multnomah,Portland,Portland,7641272,676670,-122.68758,45.50190,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,45,35,3,175,40,2/96,scooper,,,,
P701,Burnside/NW 23th,Multnomah,Portland,Portland,7638260,684898,-122.70020,45.52423,Rockfall,CRBG,50C,Urban Land,Natural,unfixed,6,20,3,13,90,2/96,rock fence,,natural,,
LN395,2551 Pinnacle Dr. (off NW Thompson),Multnomah,Linnton,Portland,7621712,691677,-122.76549,45.54156,Slump-Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Water,unfixed,30,200,3,667,35,2/96,core machine flown in,"$50,000+",,,
